workerid,proliferate.condition,adj1,adj2,label,left_end,object,response,right_end,rt,slide_number_in_experiment,utterance,error
80,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[0.89],"""short blue pencil""",9800,51,,
80,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0.03],"""bearded glasses-wearing man""",10643,52,,
80,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""",bottle,[0.96],"""small plastic bottle""",5662,53,,
80,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[0.42],"""colored rectangular picture""",23373,54,,
80,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0.04],"""fat happy woman""",4834,55,,
80,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""",man,[0.09],"""mustache-touting glasses-wearing man""",8328,56,,
80,condition1,young,sad,woman_young_sad,"""sad young woman""",woman,[0.05],"""young sad woman""",4304,57,,
80,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.9],"""big triangular earring""",6588,58,,
80,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.97],"""happy skinny woman""",9971,59,,
80,condition1,wet,red,shorts_wet_red,"""red wet shorts""",shorts,[0.55],"""wet red shorts""",11439,60,,
80,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.06],"""round big earring""",4759,61,,
80,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[0.9],"""sad old woman""",7097,62,,
27,condition1,,,,,Margaret,Margaret,,0,1,bot_check,
27,condition1,closed,wooden,box_closed_wood,"""wooden closed box""",box,[0.91],"""closed wooden box""",4916,3,,
27,condition1,big,round,earring_big_round,"""round big earring""",earring,[0.97],"""big round earring""",4068,4,,
27,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""",woman,[0.98],"""skinny happy woman""",4067,5,,
27,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""",woman,[0.01],"""fat sad woman""",4663,6,,
27,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.96],"""wet green shorts""",3166,7,,
27,condition1,wooden,high,table_wood_high,"""high wooden table""",table,[0.01],"""wooden high table""",6259,8,,
27,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.01],"""glass big bottle""",4260,9,,
27,condition1,long,blue,pencil_long_blue,"""blue long pencil""",pencil,[0.99],"""long blue pencil""",2680,10,,
27,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""",bottle,[0],"""plastic big bottle""",3418,11,,
27,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0.02],"""blond curly hair""",11998,12,,
27,condition1,short,black,pencil_short_black,"""short black pencil""",pencil,[0],"""black short pencil""",3798,13,,
27,condition1,metal,low,table_metal_low,"""metal low table""",table,[0.99],"""low metal table""",4335,14,,
27,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""",woman,[0.01],"""skinny sad woman""",3802,15,,
27,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0.02],"""metal dirty spoon""",3486,16,,
27,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""",box,[0],"""cardboard closed box""",3745,17,,
27,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[0.97],"""glossy red nails""",6186,18,,
27,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0.01],"""spotted red frog""",5323,19,,
27,condition1,striped,green,frog_striped_green,"""green striped frog""",frog,[0.97],"""striped green frog""",3791,20,,
27,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.01],"""red dry shorts""",4414,21,,
27,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.98],"""matte black nails""",4766,22,,
27,condition1,small,round,earring_small_round,"""round small earring""",earring,[0.99],"""small round earring""",4135,23,,
27,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0],"""brown straight hair""",5066,24,,
27,condition1,dry,green,shorts_dry_green,"""green dry shorts""",shorts,[0.96],"""dry green shorts""",3234,25,,
27,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""",man,[0.01],"""mustache-touting glasses-wearing man""",5152,26,,
27,condition1,colored,square,picture_colored_square,"""square colored picture""",picture,[0.71],"""colored square picture""",4360,27,,
27,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[0.97],"""low wooden table""",3337,28,,
27,condition1,wet,red,shorts_wet_red,"""wet red shorts""",shorts,[0.01],"""red wet shorts""",3141,29,,
27,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0.98],"""brown curly hair""",3165,30,,
27,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[0.97],"""red matte nails""",2858,31,,
27,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0.02],"""triangular small earring""",4078,32,,
27,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""",hair,[0.98],"""straight blond hair""",3257,33,,
27,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""",man,[0.41],"""young clean-shaven man""",6742,34,,
27,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.82],"""bearded young man""",3686,35,,
27,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""",picture,[0.96],"""rectangular colored picture""",3123,36,,
27,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0.18],"""spotted green frog""",5669,37,,
27,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.07],"""black and white square picture""",4547,38,,
27,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[0.02],"""happy old woman""",3933,39,,
27,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.87],"""big triangular earring""",3843,40,,
27,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.88],"""clean wooden spoon""",3853,41,,
27,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""",bottle,[0.95],"""small plastic bottle""",3537,42,,
27,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""",picture,[0.21],"""rectangular black and white picture""",6107,43,,
27,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.11],"""black long pencil""",4029,44,,
27,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0.84],"""old clean-shaven man""",2962,45,,
27,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0.85],"""young happy woman""",2392,46,,
27,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0.09],"""cardboard open box""",2868,47,,
27,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0.88],"""old bearded man""",3230,48,,
27,condition1,striped,red,frog_striped_red,"""red striped frog""",frog,[0],"""striped red frog""",3048,49,,
27,condition1,open,wooden,box_open_wood,"""open wooden box""",box,[0.02],"""wooden open box""",3058,50,,
27,condition1,young,sad,woman_young_sad,"""young sad woman""",woman,[0.95],"""sad young woman""",3395,51,,
27,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0.09],"""bearded glasses-wearing man""",4421,52,,
27,condition1,glass,small,bottle_glass_small,"""small glass bottle""",bottle,[0.02],"""glass small bottle""",3008,53,,
27,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0.03],"""bearded hat-wearing man""",3945,54,,
27,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.04],"""metal high table""",3874,55,,
27,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""",spoon,[0.03],"""metal clean spoon""",3444,56,,
27,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[0.95],"""sad old woman""",3209,57,,
27,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""",man,[0.05],"""mustache-touting hat-wearing man""",4234,58,,
27,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0.03],"""blue short pencil""",3683,59,,
27,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[0.01],"""happy fat woman""",6717,60,,
27,condition1,black,glossy,nails_black_glossy,"""glossy black nails""",nails,[0.94],"""black glossy nails""",2397,61,,
27,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""",spoon,[0.94],"""dirty wooden spoon""",4061,62,,
67,condition1,,,,,Margaret,Margaret,,0,1,bot_check,
67,condition1,glass,small,bottle_glass_small,"""small glass bottle""",bottle,[0],"""glass small bottle""",14890,3,,
67,condition1,closed,wooden,box_closed_wood,"""wooden closed box""",box,[1],"""closed wooden box""",9181,4,,
67,condition1,colored,square,picture_colored_square,"""square colored picture""",picture,[0],"""colored square picture""",19222,5,,
67,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0],"""metal dirty spoon""",6985,6,,
67,condition1,wooden,high,table_wood_high,"""high wooden table""",table,[1],"""wooden high table""",15145,7,,
67,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""",spoon,[0],"""wooden clean spoon""",8161,8,,
67,condition1,young,sad,woman_young_sad,"""young sad woman""",woman,[1],"""sad young woman""",27676,9,,
67,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[1],"""glossy black nails""",55364,10,,
67,condition1,big,triangular,earring_big_triangular,"""big triangular earring""",earring,[0],"""triangular big earring""",30399,11,,
67,condition1,metal,low,table_metal_low,"""metal low table""",table,[1],"""low metal table""",12194,12,,
67,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0],"""black long pencil""",10306,13,,
67,condition1,wet,green,shorts_wet_green,"""wet green shorts""",shorts,[0.01],"""green wet shorts""",15957,14,,
67,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[1],"""glossy red nails""",34574,15,,
67,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0.01],"""blue long pencil""",5001,16,,
67,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[0.99],"""big plastic bottle""",3694,17,,
67,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""",bottle,[0.01],"""plastic small bottle""",6168,18,,
67,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""",hair,[0.99],"""curly blond hair""",9084,19,,
67,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0],"""glasses-wearing mustache-touting man""",11890,20,,
67,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.02],"""red dry shorts""",6695,21,,
67,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0],"""happy skinny woman""",7363,22,,
67,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0],"""old bearded man""",18381,23,,
67,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0.99],"""spotted red frog""",106922,24,,
67,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""",woman,[0.01],"""fat sad woman""",4592,25,,
67,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0.01],"""bearded glasses-wearing man""",15652,26,,
67,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[0.98],"""open wooden box""",27362,27,,
67,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.97],"""black and white square picture""",8269,28,,
67,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[0.03],"""hat-wearing mustache-touting man""",12010,29,,
67,condition1,young,bearded,man_young_bearded,"""bearded young man""",man,[0.97],"""young bearded man""",10373,30,,
67,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.02],"""round big earring""",3906,31,,
67,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0],"""brown curly hair""",5581,32,,
67,condition1,metal,high,table_metal_high,"""metal high table""",table,[0.01],"""high metal table""",8373,33,,
67,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0],"""young happy woman""",7640,34,,
67,condition1,small,round,earring_small_round,"""small round earring""",earring,[0.02],"""round small earring""",6248,35,,
67,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[0.99],"""colored rectangular picture""",15220,36,,
67,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""",box,[0.98],"""open cardboard box""",4752,37,,
67,condition1,wooden,low,table_wood_low,"""low wooden table""",table,[0.02],"""wooden low table""",9365,38,,
67,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[0.98],"""red matte nails""",27122,39,,
67,condition1,wet,red,shorts_wet_red,"""red wet shorts""",shorts,[0.97],"""wet red shorts""",20384,40,,
67,condition1,spotted,green,frog_spotted_green,"""spotted green frog""",frog,[0],"""green spotted frog""",18416,41,,
67,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0.02],"""blue short pencil""",6177,42,,
67,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""",spoon,[0.01],"""metal clean spoon""",4788,43,,
67,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.01],"""green dry shorts""",5248,44,,
67,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0],"""red striped frog""",4922,45,,
67,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""",hair,[0.99],"""straight blond hair""",13020,46,,
67,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[0.98],"""happy old woman""",12697,47,,
67,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0.01],"""bearded hat-wearing man""",10806,48,,
67,condition1,small,triangular,earring_small_triangular,"""triangular small earring""",earring,[0.98],"""small triangular earring""",9974,49,,
67,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""",box,[0.97],"""closed cardboard box""",9630,50,,
67,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0.02],"""old clean-shaven man""",6653,51,,
67,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[0.98],"""sad old woman""",7355,52,,
67,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.98],"""clean-shaven young man""",8780,53,,
67,condition1,black,matte,nails_black_matte,"""matte black nails""",nails,[0.02],"""black matte nails""",15128,54,,
67,condition1,short,black,pencil_short_black,"""short black pencil""",pencil,[0],"""black short pencil""",5391,55,,
67,condition1,striped,green,frog_striped_green,"""striped green frog""",frog,[0.98],"""green striped frog""",12121,56,,
67,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[0.99],"""black and white rectangular picture""",6432,57,,
67,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.01],"""glass big bottle""",6343,58,,
67,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0],"""fat happy woman""",82906,59,,
67,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.01],"""brown straight hair""",5358,60,,
67,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""",woman,[0.98],"""sad skinny woman""",5391,61,,
67,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""",spoon,[0.99],"""dirty wooden spoon""",7813,62,,
48,condition1,,,,,Jennifer,Jennifer,,0,1,bot_check,
48,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[0.98],"""high wooden table""",5095,3,,
48,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""",bottle,[0.99],"""small plastic bottle""",3600,4,,
48,condition1,closed,wooden,box_closed_wood,"""wooden closed box""",box,[0.99],"""closed wooden box""",3231,5,,
48,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.99],"""happy skinny woman""",4834,6,,
48,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.98],"""wet green shorts""",4431,7,,
48,condition1,old,bearded,man_old_bearded,"""old bearded man""",man,[0.99],"""bearded old man""",5023,8,,
48,condition1,old,happy,woman_old_happy,"""happy old woman""",woman,[0.01],"""old happy woman""",2899,9,,
48,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""",spoon,[0.98],"""dirty wooden spoon""",2710,10,,
48,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""",hair,[0.98],"""curly blond hair""",3521,11,,
48,condition1,spotted,green,frog_spotted_green,"""spotted green frog""",frog,[0.98],"""green spotted frog""",3548,12,,
48,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.96],"""matte black nails""",4313,13,,
48,condition1,wet,red,shorts_wet_red,"""red wet shorts""",shorts,[0.97],"""wet red shorts""",3776,14,,
48,condition1,long,blue,pencil_long_blue,"""blue long pencil""",pencil,[0.98],"""long blue pencil""",2843,15,,
48,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[0.98],"""red glossy nails""",2912,16,,
48,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[0.98],"""short blue pencil""",3056,17,,
48,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""",man,[0.01],"""glasses-wearing bearded man""",4304,18,,
48,condition1,spotted,red,frog_spotted_red,"""spotted red frog""",frog,[0.97],"""red spotted frog""",3567,19,,
48,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.02],"""green dry shorts""",4442,20,,
48,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.99],"""bearded young man""",2850,21,,
48,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.02],"""red dry shorts""",3447,22,,
48,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""",spoon,[0.99],"""clean metal spoon""",2719,23,,
48,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0.98],"""bearded hat-wearing man""",3647,24,,
48,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""",bottle,[0],"""plastic big bottle""",4713,25,,
48,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""",man,[0.01],"""mustache-touting hat-wearing man""",5500,26,,
48,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0.98],"""red striped frog""",3106,27,,
48,condition1,glass,small,bottle_glass_small,"""glass small bottle""",bottle,[0.98],"""small glass bottle""",3044,28,,
48,condition1,small,round,earring_small_round,"""small round earring""",earring,[0.01],"""round small earring""",3588,29,,
48,condition1,old,sad,woman_old_sad,"""sad old woman""",woman,[0.01],"""old sad woman""",5001,30,,
48,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""",woman,[0.98],"""sad fat woman""",2630,31,,
48,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""",woman,[0.99],"""sad skinny woman""",3260,32,,
48,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0.97],"""young happy woman""",2878,33,,
48,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0.99],"""brown curly hair""",4752,34,,
48,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0],"""triangular small earring""",2903,35,,
48,condition1,young,sad,woman_young_sad,"""sad young woman""",woman,[0.97],"""young sad woman""",2374,36,,
48,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[0.98],"""happy fat woman""",3323,37,,
48,condition1,short,black,pencil_short_black,"""black short pencil""",pencil,[1],"""short black pencil""",2398,38,,
48,condition1,black,glossy,nails_black_glossy,"""glossy black nails""",nails,[0.99],"""black glossy nails""",2670,39,,
48,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.96],"""clean-shaven young man""",3652,40,,
48,condition1,striped,green,frog_striped_green,"""green striped frog""",frog,[0.98],"""striped green frog""",3150,41,,
48,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[1],"""red matte nails""",2911,42,,
48,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.02],"""metal high table""",6166,43,,
48,condition1,long,black,pencil_long_black,"""black long pencil""",pencil,[0.98],"""long black pencil""",3047,44,,
48,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.01],"""round big earring""",2403,45,,
48,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[0.99],"""colored rectangular picture""",4885,46,,
48,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0.99],"""glasses-wearing mustache-touting man""",6380,47,,
48,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""",picture,[0.98],"""rectangular black and white picture""",3416,48,,
48,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""",hair,[0.97],"""straight blond hair""",2547,49,,
48,condition1,black and white,square,picture_bw_square,"""black and white square picture""",picture,[0.97],"""square black and white picture""",3721,50,,
48,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""",box,[0.97],"""closed cardboard box""",2815,51,,
48,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.98],"""big triangular earring""",3857,52,,
48,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0.01],"""cardboard open box""",3772,53,,
48,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[0.95],"""low wooden table""",2831,54,,
48,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""",spoon,[0.01],"""wooden clean spoon""",4546,55,,
48,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[0.98],"""open wooden box""",3640,56,,
48,condition1,glass,big,bottle_glass_big,"""glass big bottle""",bottle,[0.99],"""big glass bottle""",2587,57,,
48,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[0.98],"""square colored picture""",3705,58,,
48,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0.02],"""old clean-shaven man""",5114,59,,
48,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""",spoon,[0.98],"""dirty metal spoon""",3976,60,,
48,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.02],"""brown straight hair""",4129,61,,
48,condition1,metal,low,table_metal_low,"""low metal table""",table,[0.03],"""metal low table""",2727,62,,
24,condition1,,,,,Linda,linda,,0,1,bot_check,
24,condition1,closed,wooden,box_closed_wood,"""wooden closed box""",box,[0.95],"""closed wooden box""",7340,3,,
24,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.12],"""black long pencil""",3753,4,,
24,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.14],"""green dry shorts""",3289,5,,
24,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[0.23],"""red matte nails""",3159,6,,
24,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""",woman,[0.71],"""skinny sad woman""",9188,7,,
24,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[0.88],"""big plastic bottle""",2180,8,,
24,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""",spoon,[0.72],"""clean metal spoon""",1726,9,,
24,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0.79],"""red striped frog""",1610,10,,
24,condition1,big,round,earring_big_round,"""round big earring""",earring,[0.24],"""big round earring""",1519,11,,
24,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[0.16],"""happy fat woman""",2722,12,,
24,condition1,striped,green,frog_striped_green,"""striped green frog""",frog,[0.11],"""green striped frog""",3778,13,,
24,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.86],"""matte black nails""",2035,14,,
24,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.69],"""big triangular earring""",4790,15,,
24,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.29],"""clean-shaven young man""",41533,16,,
24,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.7],"""black and white square picture""",1913,17,,
24,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""",man,[0.73],"""hat-wearing bearded man""",2064,18,,
24,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0.29],"""old bearded man""",1900,19,,
24,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[0.47],"""glossy black nails""",1518,20,,
24,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[0.69],"""clean-shaven old man""",1570,21,,
24,condition1,spotted,red,frog_spotted_red,"""spotted red frog""",frog,[0.48],"""red spotted frog""",1282,22,,
24,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""",bottle,[0.44],"""plastic small bottle""",1382,23,,
24,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[0.53],"""happy old woman""",1378,24,,
24,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.65],"""glass big bottle""",1081,25,,
24,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""",man,[0.62],"""mustache-touting glasses-wearing man""",1102,26,,
24,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.82],"""wet green shorts""",1386,27,,
24,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""",man,[0.22],"""mustache-touting hat-wearing man""",2897,28,,
24,condition1,small,round,earring_small_round,"""round small earring""",earring,[0.73],"""small round earring""",1490,29,,
24,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""",man,[0.32],"""glasses-wearing bearded man""",1442,30,,
24,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0.35],"""metal dirty spoon""",6281,31,,
24,condition1,young,happy,woman_young_happy,"""young happy woman""",woman,[0.58],"""happy young woman""",2663,32,,
24,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[0.62],"""high wooden table""",2149,33,,
24,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""",spoon,[0.71],"""dirty wooden spoon""",1513,34,,
24,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""",hair,[0.7],"""straight blond hair""",1117,35,,
24,condition1,colored,square,picture_colored_square,"""square colored picture""",picture,[0.65],"""colored square picture""",1018,36,,
24,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.73],"""red dry shorts""",1531,37,,
24,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[0.69],"""black and white rectangular picture""",2438,38,,
24,condition1,glass,small,bottle_glass_small,"""small glass bottle""",bottle,[0.84],"""glass small bottle""",1795,39,,
24,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[0.79],"""sad old woman""",1400,40,,
24,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[0.28],"""low wooden table""",2282,41,,
24,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""",woman,[0.24],"""skinny happy woman""",1329,42,,
24,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[0.55],"""red glossy nails""",2103,43,,
24,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.64],"""metal high table""",1065,44,,
24,condition1,young,sad,woman_young_sad,"""sad young woman""",woman,[0.66],"""young sad woman""",1002,45,,
24,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.7],"""bearded young man""",1181,46,,
24,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""",box,[0.71],"""cardboard closed box""",1058,47,,
24,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.76],"""brown straight hair""",1667,48,,
24,condition1,small,triangular,earring_small_triangular,"""triangular small earring""",earring,[0.73],"""small triangular earring""",1448,49,,
24,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.75],"""clean wooden spoon""",1255,50,,
24,condition1,curly,brown,hair_curly_brown,"""brown curly hair""",hair,[0.71],"""curly brown hair""",1098,51,,
