workerid,proliferate.condition,adj,label,object,response,rt,slide_number_in_experiment,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
97,condition1,wooden,spoon_wooden_clean,spoon,[0.06],296,36,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,closed,box_closed_cardboard,box,[0.06],280,37,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,hat-wearing,man2_bearded_hatted,man,[0.06],304,38,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,spotted,frog_spotted_green,frog,[0.06],280,39,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,blond,hair_curly_blonde,hair,[0.06],256,40,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,happy,woman_old_happy,woman,[0.06],280,41,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,green,frog_spotted_green,frog,[0.06],288,42,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,black and white,picture_bw_rectangular,picture,[0.06],288,43,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,matte,nails_black_matte,nails,[0.06],272,44,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,cardboard,box_closed_cardboard,box,[0.06],272,45,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,round,earring_big_round,earring,[0.06],248,46,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,triangular,earring_big_triangular,earring,[0.06],256,47,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
97,condition1,blue,pencil_long_blue,pencil,[0.5],208,48,,[],20,Yes,,2,1,Male,English,Chrome,Windows,1080,1920,1.3157,
86,condition1,,,Linda,Linda,0,1,bot_check,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,sad,woman_old_sad,woman,[0.08],8168,3,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,spotted,frog_spotted_green,frog,[0.11],3647,4,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,young,man_young_bearded,man,[0.35],2376,5,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,brown,hair_curly_brown,hair,[0.26],2832,6,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,long,pencil_long_black,pencil,[1],2544,7,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,happy,woman_old_happy,woman,[0.06],2768,8,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,clean-shaven,man_old_cleanshaven,man,[0.05],2647,9,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,hat-wearing,man2_bearded_hatted,man,[0],5095,10,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,rectangular,picture_bw_rectangular,picture,[0],2792,11,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,wet,shorts_wet_green,shorts,[0],1951,12,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,fat,woman2_happy_fat,woman,[0.6],3313,13,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,square,picture_bw_square,picture,[0],2616,14,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,colored,picture_colored_rectangular,picture,[0],2711,15,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,straight,hair_straight_blond,hair,[0.03],2696,16,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,closed,box_closed_cardboard,box,[0.06],4031,17,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,glasses-wearing,man2_bearded_glassed,man,[0],1890,18,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,matte,nails_black_matte,nails,[0],2663,19,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,triangular,earring_big_triangular,earring,[0],1974,20,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,skinny,woman2_happy_skinny,woman,[0.75],2728,21,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,blue,pencil_long_blue,pencil,[0],2248,22,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,plastic,bottle_plastic_big,bottle,[0],1592,23,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,small,bottle_glass_small,bottle,[0],4312,24,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,cardboard,box_closed_cardboard,box,[0.09],2984,25,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,blond,hair_curly_blonde,hair,[0],2168,26,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,glossy,nails_black_glossy,nails,[0],1935,27,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,green,frog_spotted_green,frog,[0],2169,28,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,old,man_old_bearded,man,[0.61],2864,29,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,big,bottle_glass_big,bottle,[0.59],2904,30,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,metal,spoon_metal_clean,spoon,[0],2113,31,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,striped,frog_striped_green,frog,[0],2584,32,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,mustache-touting,man2_mustached_glassed,man,[0],2263,33,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,glass,bottle_glass_big,bottle,[0],2120,34,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,dirty,spoon_metal_dirty,spoon,[0.36],4032,35,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,black,nails_black_glossy,nails,[0],2200,36,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,high,table_metal_high,table,[0.89],4656,37,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,short,pencil_short_black,pencil,[0.91],1808,38,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,low,table_metal_low,table,[0.84],2016,39,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,curly,hair_curly_blonde,hair,[0],1904,40,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,dry,shorts_dry_green,shorts,[0.03],3400,41,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,round,earring_big_round,earring,[0],1560,42,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,clean,spoon_metal_clean,spoon,[0.29],4193,43,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,open,box_open_cardboard,box,[0],1703,44,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,bearded,man_old_bearded,man,[0],1864,45,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,black and white,picture_bw_rectangular,picture,[0],1848,46,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,red,frog_spotted_red,frog,[0],1568,47,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
86,condition1,wooden,spoon_wooden_clean,spoon,[0.01],7864,48,,[],31,Yes,,4,1,Male,English,Chrome,Windows,1080,1920,2.612416666666667,
111,condition1,,,Susan,Susan,0,1,bot_check,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,bearded,man_old_bearded,man,[0],5324,3,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,clean-shaven,man_old_cleanshaven,man,[0.01],4052,4,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,blue,pencil_long_blue,pencil,[0.03],2539,5,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,hat-wearing,man2_bearded_hatted,man,[0.07],3654,6,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,rectangular,picture_bw_rectangular,picture,[0.03],2555,7,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,red,frog_spotted_red,frog,[0.04],4535,8,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,mustache-touting,man2_mustached_glassed,man,[0.02],2960,9,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,young,man_young_bearded,man,[0.59],4174,10,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,sad,woman_old_sad,woman,[0.95],3206,11,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,old,man_old_bearded,man,[0.57],2736,12,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,brown,hair_curly_brown,hair,[0.3],2811,13,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,plastic,bottle_plastic_big,bottle,[0],2239,14,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,colored,picture_colored_rectangular,picture,[0.02],2404,15,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,curly,hair_curly_blonde,hair,[0.35],2334,16,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,small,bottle_glass_small,bottle,[0.5],3267,17,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,matte,nails_black_matte,nails,[0.02],2661,18,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,striped,frog_striped_green,frog,[0.02],2352,19,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,long,pencil_long_black,pencil,[0.46],3113,20,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,short,pencil_short_black,pencil,[0.49],2315,21,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,low,table_metal_low,table,[0.53],2453,22,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,open,box_open_cardboard,box,[0.02],5046,23,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,spotted,frog_spotted_green,frog,[0.06],2497,24,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,square,picture_bw_square,picture,[0.01],1994,25,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,glass,bottle_glass_big,bottle,[0],2385,26,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,round,earring_big_round,earring,[0.02],2261,27,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,blond,hair_curly_blonde,hair,[0.32],2875,28,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,happy,woman_old_happy,woman,[0.91],2956,29,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,straight,hair_straight_blond,hair,[0.21],2587,30,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,cardboard,box_closed_cardboard,box,[0.02],2228,31,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,closed,box_closed_cardboard,box,[0.03],3023,32,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,glasses-wearing,man2_bearded_glassed,man,[0],2062,33,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,black,nails_black_glossy,nails,[0.01],3458,34,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,dry,shorts_dry_green,shorts,[0.03],3083,35,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,dirty,spoon_metal_dirty,spoon,[0.02],2267,36,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,glossy,nails_black_glossy,nails,[0.02],2006,37,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,high,table_metal_high,table,[0.57],3202,38,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,green,frog_spotted_green,frog,[0.01],3119,39,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,big,bottle_glass_big,bottle,[0.55],2841,40,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,black and white,picture_bw_rectangular,picture,[0.02],2404,41,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,triangular,earring_big_triangular,earring,[0.04],3844,42,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,clean,spoon_metal_clean,spoon,[0.04],2041,43,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,wet,shorts_wet_green,shorts,[0.04],2054,44,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,metal,spoon_metal_clean,spoon,[0.03],2029,45,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,skinny,woman2_happy_skinny,woman,[0.58],2483,46,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,fat,woman2_happy_fat,woman,[0.55],2364,47,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
111,condition1,wooden,spoon_wooden_clean,spoon,[0.04],2805,48,,[],29,Yes,,2,2,Female,English,Chrome,Linux,915,412,2.62085,
91,condition1,,,Elizabeth,Elizabeth,0,1,bot_check,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,short,pencil_short_black,pencil,[0.93],36988,3,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,small,bottle_glass_small,bottle,[0.93],12997,4,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,fat,woman2_happy_fat,woman,[0.98],7148,5,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,red,frog_spotted_red,frog,[0.04],13764,6,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,square,picture_bw_square,picture,[0.02],8829,7,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,striped,frog_striped_green,frog,[0.01],6897,8,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,hat-wearing,man2_bearded_hatted,man,[0],9453,9,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,blond,hair_curly_blonde,hair,[0.01],7520,10,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,wet,shorts_wet_green,shorts,[0.01],6887,11,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,bearded,man_old_bearded,man,[0.01],5385,12,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,triangular,earring_big_triangular,earring,[0.01],6534,13,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,high,table_metal_high,table,[0.96],8750,14,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,long,pencil_long_black,pencil,[0.95],13548,15,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,plastic,bottle_plastic_big,bottle,[0.02],5929,16,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,open,box_open_cardboard,box,[0.01],5578,17,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,glass,bottle_glass_big,bottle,[0.02],5387,18,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,mustache-touting,man2_mustached_glassed,man,[0.06],8920,19,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,brown,hair_curly_brown,hair,[0.01],5356,20,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,clean-shaven,man_old_cleanshaven,man,[0.93],6040,21,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,black and white,picture_bw_rectangular,picture,[0.02],13596,22,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,spotted,frog_spotted_green,frog,[0.03],11327,23,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,matte,nails_black_matte,nails,[0.92],10711,24,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,glossy,nails_black_glossy,nails,[0.58],12616,25,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,green,frog_spotted_green,frog,[0.05],8788,26,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,happy,woman_old_happy,woman,[0.99],9021,27,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,clean,spoon_metal_clean,spoon,[0.73],8669,28,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,skinny,woman2_happy_skinny,woman,[1],7369,29,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,blue,pencil_long_blue,pencil,[0],9655,30,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,colored,picture_colored_rectangular,picture,[0],6072,31,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,old,man_old_bearded,man,[0.99],8256,32,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,young,man_young_bearded,man,[0.99],5829,33,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,sad,woman_old_sad,woman,[0.99],5032,34,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,metal,spoon_metal_clean,spoon,[0],12252,35,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,dirty,spoon_metal_dirty,spoon,[0.66],9524,36,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,wooden,spoon_wooden_clean,spoon,[0.01],6273,37,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,closed,box_closed_cardboard,box,[0],4620,38,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,curly,hair_curly_blonde,hair,[0.75],13621,39,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,big,bottle_glass_big,bottle,[0.88],4471,40,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,rectangular,picture_bw_rectangular,picture,[0.01],4219,41,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,glasses-wearing,man2_bearded_glassed,man,[0],5456,42,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,straight,hair_straight_blond,hair,[0.7],13019,43,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,black,nails_black_glossy,nails,[0.01],6966,44,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,cardboard,box_closed_cardboard,box,[0.53],10451,45,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,low,table_metal_low,table,[0.82],7310,46,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,dry,shorts_dry_green,shorts,[0.02],9232,47,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
91,condition1,round,earring_big_round,earring,[0.01],5798,48,,[],50,Yes,Very interesting experiment. It is interesting that there can be a degree scale of yes or no.,3,2,Female,English,Chrome,Windows,900,1600,9.8474,
112,condition1,,,Linda,Linda,0,1,bot_check,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,big,bottle_glass_big,bottle,[0],9090,3,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,closed,box_closed_cardboard,box,[0],2651,4,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,glass,bottle_glass_big,bottle,[0],4399,5,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,long,pencil_long_black,pencil,[0],3716,6,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,hat-wearing,man2_bearded_hatted,man,[0],2339,7,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,straight,hair_straight_blond,hair,[0],9791,8,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,round,earring_big_round,earring,[0],2153,9,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,wet,shorts_wet_green,shorts,[0],4045,10,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,fat,woman2_happy_fat,woman,[0],3092,11,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,old,man_old_bearded,man,[0],17237,12,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,mustache-touting,man2_mustached_glassed,man,[0],11246,13,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,blue,pencil_long_blue,pencil,[0],1954,14,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,young,man_young_bearded,man,[0],1883,15,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,wooden,spoon_wooden_clean,spoon,[0],7955,16,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,sad,woman_old_sad,woman,[0],3509,17,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,curly,hair_curly_blonde,hair,[0],1602,18,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,square,picture_bw_square,picture,[0],30629,19,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,low,table_metal_low,table,[0],1845,20,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,glasses-wearing,man2_bearded_glassed,man,[0],1800,21,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
112,condition1,black,nails_black_glossy,nails,[0],2092,22,,[],29,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,4.899633333333333,
